VSPC_Name,Address,City,State,ZIP,PRECINCT
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,369
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,370
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,371
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,379
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,382
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,386
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,387
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,389
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,449
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,450
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,452
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,454
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,455
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,456
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,457
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,458
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,459
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,473
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,501
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,556
The Avenue Church,13231 E Mississippi Ave,Aurora,CO,80012,557
